split,model,n_iter,baseline_cv_r2,baseline_test_r2,baseline_test_rmse,baseline_test_mape,tuned_best_cv_r2,tuned_test_r2,tuned_test_mae,tuned_test_mape,tuned_test_rmse,best_params,selected_for_split
80:20,Linear Regression (poly2),4,0.29818641749852853,0.289191388980384,84.33935333471143,57.90177854585953,0.29710958624751765,0.289191388980384,49.625634526706136,57.90177854585953,84.33935333471143,"{""model__fit_intercept"": true}",True
80:20,SVR,80,-0.014896098216620279,8.110481141698767e-05,100.03139242670991,32.84130678176871,0.15099685976236538,0.15951236633374,39.2468543347603,31.02132470110353,91.71061178255904,"{""kernel__gamma"": 0.06691464038281307, ""kernel__n_components"": 687, ""model__C"": 32.666526101138665, ""model__epsilon"": 0.28682761769143117}",False
70:30,Linear Regression (poly2),4,0.29189412689145555,0.28144446390466693,86.04072196629575,57.58782028766064,0.29142014380697445,0.28144446390466693,50.175722343758736,57.58782028766064,86.04072196629575,"{""model__fit_intercept"": true}",True
70:30,SVR,80,-0.015623415261531992,-0.01115506461398108,102.06639054706777,33.3674987471397,0.14571146316871667,0.15262528673855325,39.87421392963542,30.773512902293476,93.43543804425836,"{""kernel__gamma"": 0.06691464038281307, ""kernel__n_components"": 687, ""model__C"": 32.666526101138665, ""model__epsilon"": 0.28682761769143117}",False
