split,model,baseline_cv_f1,baseline_test_f1,tuned_best_cv_f1,tuned_test_f1,tuned_test_accuracy,tuned_test_precision,tuned_test_recall,tuned_test_roc_auc,best_params,selected_for_split
80:20,Random Forest,0.7013716278764025,0.7023622047244095,0.7200925511054035,0.7203200738631992,0.735096924646553,0.7540270618556701,0.6894977168949772,0.8011636619482092,"{""max_depth"": 10, ""max_features"": null, ""min_samples_leaf"": 9, ""min_samples_split"": 10, ""n_estimators"": 218}",True
80:20,Logistic Regression,0.7043552033650776,0.7029381484121328,0.7044090378255714,0.7029381484121328,0.7266433464509546,0.7601918465227818,0.6537045220209162,0.7939885957245344,"{""model__C"": 0.7555064367977082, ""model__class_weight"": ""balanced"", ""model__solver"": ""lbfgs""}",False
70:30,Random Forest,0.7014569361734341,0.7037441652597081,0.7203345833275508,0.7243045313533032,0.7366273138026527,0.7511603375527426,0.6993027595011293,0.8013820545554808,"{""max_depth"": 8, ""max_features"": null, ""min_samples_leaf"": 7, ""min_samples_split"": 13, ""n_estimators"": 383}",True
70:30,Logistic Regression,0.7048902753233787,0.7046098918408065,0.7041796082638679,0.7046468889472303,0.7267162221250547,0.7571654254118709,0.6589413728763626,0.79264319680614,"{""model__C"": 2.0067378215835974, ""model__class_weight"": ""balanced"", ""model__solver"": ""liblinear""}",False
